user_id,item_id
142412412124142,304930.0
143865,730.0
144289919655093823,4000.0
14528910,205790.0
1454235887,208090.0
1456237,240.0
146847798098,620.0
14747,1250.0
147751,730.0
14789633698741,230410.0
148203604,205790.0
150230,227300.0
1513412123111331,730.0
151995,730.0
1522188745,252490.0
1540359,304930.0
155754572,730.0
15632897,65800.0
1591240764,730.0
1607426135,304930.0
16362426247,730.0
16395,265930.0
16748438,42690.0
17-04-2000,346900.0
1711338513531,105600.0
1726432,222900.0
172954833,224260.0
173902,4000.0
174561864923145,730.0
17731773,4000.0
177652,72850.0
1800FkMyVajj,201790.0
18023009,730.0
182748927838783778382,730.0
182828282,4000.0
18283848,4000.0
1829369648,222900.0
18504965711,730.0
1859082899,730.0
186038013,205790.0
1870380085,4000.0
18855881,730.0
190120001826,304930.0
19210801,230410.0
1930234,730.0
19365,218620.0
1937648259137856lkjnoik,304930.0
1947CARROTS,730.0
19702316748,105600.0
19720911,230410.0
19820182123,4000.0
1997-07-06_J077,4000.0
199A,4000.0
1BUCK80,730.0
1GN33L,1250.0
1UK33Y,240.0
1_Taipan,8930.0
1dog636,4000.0
1qaz2wwx010,238960.0
1sttperson,730.0
1v1meinclubpenguinscrub,730.0
1v1mim8,4000.0
2000jtc,730.0
2001911,4000.0
200719917302,252490.0
20115011,4000.0
205723552,550.0
21072013,304930.0
21129393,730.0
2114521846341684,12210.0
2121312,304930.0
2125125126,240.0
212blair212,620.0
213123123132,4000.0
21321112399,252490.0
2139093311,4000.0
215251,304050.0
218939137821738213127983,236390.0
219121912191,295270.0
21lord21drag,63380.0
22109203,240.0
222081994,295110.0
2222224444555985,4000.0
2233dog15,730.0
22491987,4000.0
226rep,730.0
2293371488,240.0
2311985201258745633313,9930.0
23142433253545,307780.0
233433,206210.0
2342526,730.0
2345XXXXX,730.0
234671,4000.0
235324234732,550.0
2378695,730.0
2398,730.0
23jesus23,107410.0
24045681579016271,550.0
243567890,304930.0
2435689,4000.0
2435764824567835,200210.0
24532453,4000.0
24681256447,304930.0
248392584,4000.0
248482,105600.0
24862345243,363970.0
24902,252490.0
24BallerJK,730.0
24CmRuler,4000.0
25061841,55150.0
25231341243,550.0
2539428377924,730.0
256565,202990.0
259987556434546,730.0
26292919,240.0
2688789326887893,4000.0
269485,730.0
27649735,304930.0
27dnguyen,730.0
28019769,252950.0
2826,224580.0
28yelkco,72850.0
2933725,224260.0
2987654235,304930.0
2Ryo2Know,105600.0
2amigosupremos753,304930.0
2cq,72850.0
2fast4u271,730.0
2g00d4u,42710.0
2greasy,730.0
2kewl4you,315640.0
2matoe,730.0
2muchred,105600.0
2pac_Skai,205790.0
2ptwisted,200210.0
2seggy4um8havalook,730.0
2she,730.0
2unimaginative4u,238960.0
30035115,359550.0
300799,730.0
30102000,205790.0
3038070,224540.0
305010,730.0
30699,304930.0
30XxPikachuxX03,205790.0
313134,4000.0
31456576727471577757175717,4000.0
317jim,730.0
318941651,730.0
321541,18500.0
3218998529,205790.0
3265899423,730.0
33275,42690.0
3333322,205790.0
333333259,10190.0
333666333111,363970.0
34234252sd,730.0
343574890,730.0
34383536,224540.0
343rox,105600.0
34451,243870.0
3456457568,4000.0
34565754,107410.0
3456669133723,4000.0
34568535890075433578,202990.0
345827357205098,730.0
3496148694969,238960.0
350176,230410.0
352039981386723,4000.0
36033,301520.0
360NoScopeMLGBLAZEGirlGamer69,304930.0
3635,730.0
363997099,200260.0
378366354,230410.0
37891266723,33930.0
380012,24010.0
38174962156174513,4000.0
38189307,113200.0
387561,72850.0
38y685ie4e89r78,730.0
3mike,113400.0
3mperi0,730.0
3nv3y,730.0
3ring,65800.0
3stantedja,301520.0
3vild33d,240.0
3xc4l18urblue,8930.0
400primetopkeks,22380.0
4017209381,550.0
404PlayerNotFound,1250.0
4131723314123,730.0
414291,105600.0
4201,427520.0
4202346,4000.0
420believe,49520.0
420blazedondaweedguyz,730.0
420blazefag00t,202990.0
420blazeitbitches,730.0
420blaznnoscope,730.0
420box,4000.0
420dankmemer,730.0
420gandalfyoda,207610.0
420haybale,730.0
420lol420,550.0
427533764,205790.0
42978717,4000.0
42rsfw42efwrwr,107410.0
442199,730.0
4454664,730.0
4456829,730.0
44845991789,99900.0
44925952,730.0
452213,730.0
45378665,550.0
454575878752,730.0
45622hd,91200.0
4564231564,730.0
4567cabi,730.0
45748930,620.0
458768,730.0
458769873675,304930.0
45883274,252950.0
45979,205790.0
4687843213132,730.0
4735736754,4000.0
47444744,10190.0
47DollarsInMyBankAccount,221100.0
47enth,230410.0
4805766,243870.0
483752394756293478563845,209870.0
4Elementals,242680.0
4KnightArtorias,109400.0
4bigs,105600.0
4d1t,730.0
4loreseeker,226320.0
4n0m4ly,22380.0
4op2U,730.0
4p4ch3,12210.0
4skin5head,4000.0
50899161,730.0
51252151215512,231670.0
512am,4000.0
513659145,730.0
519130312,730.0
52554261,212180.0
53071407,218620.0
5318064,550.0
53774,271590.0
54321DrOpThEbAsS,730.0
5438910,730.0
54494292,730.0
5453V3,230410.0
5469782134896,221100.0
54r93,363970.0
550455,224260.0
5564321,252490.0
567234,4000.0
56745879956,355840.0
56748930,730.0
5692496235797644,4000.0
5739108,359550.0
57841325,250900.0
5790870877878,363970.0
579132657905,72850.0
58291756,31280.0
5901,49520.0
59285912859,4000.0
5car3crow,252950.0
5h0tL3s5,271590.0
5nakebit3,730.0
5p1ca,550.0
5unDe,205790.0
5weetness,205790.0
6060548,4000.0
60sSpiderman,4000.0
61428,4000.0
61782,730.0
63246555,730.0
6344143214,4000.0
650326,4000.0
6524696969,730.0
653448,72850.0
6545_Sniffler,4000.0
65464684,218230.0
65711642,49520.0
66113860,248570.0
666101,105600.0
666999661,10.0
666NeCrO,230410.0
66ot,49520.0
67162763,4000.0
67712702,4000.0
679gog,8930.0
68496742234,730.0
6871,4000.0
69222518,8930.0
696969697,49520.0
697235,4000.0
698959,730.0
69doggystyle,730.0
6C_Troll,4000.0
6teencarz,4000.0
70293553,240.0
71124,730.0
7225eternally,113400.0
72345,224540.0
72345436754433546,730.0
74345,730.0
743748734,730.0
7466NHK,230410.0
75498,4000.0
756755557153145,48700.0
76415,4000.0
76561193688520497,550.0
76561197960271609,240.0
76561197960277635,730.0
76561197960279587,500.0
76561197960279912,228200.0
76561197960281419,24960.0
76561197960285738,500.0
76561197960285909,550.0
76561197960286077,730.0
76561197960286950,4920.0
76561197960295773,240.0
76561197960298230,8980.0
76561197960299496,7200.0
76561197960301970,292030.0
76561197960324641,3900.0
76561197960324664,359550.0
76561197960333283,11020.0
76561197960339094,20.0
76561197960364170,730.0
76561197960366346,24960.0
76561197960390517,730.0
76561197960426941,730.0
76561197960453899,8930.0
76561197960454309,730.0
76561197960459970,221380.0
76561197960462807,10.0
76561197960468120,1250.0
76561197960470293,10190.0
76561197960471546,377160.0
76561197960471761,24960.0
76561197960478402,730.0
76561197960478966,730.0
76561197960481739,49520.0
76561197960499156,10.0
76561197960508459,8930.0
76561197960531365,240.0
76561197960541850,300.0
76561197960549169,24960.0
76561197960564189,233250.0
76561197960565919,730.0
76561197960571317,240.0
76561197960572371,363970.0
76561197960575139,240.0
76561197960577481,39120.0
76561197960580457,70.0
76561197960589167,224600.0
76561197960607334,550.0
76561197960611419,730.0
76561197960617353,231430.0
76561197960666461,730.0
76561197960693758,550.0
76561197960694096,218620.0
76561197960713250,105600.0
76561197960721600,40100.0
76561197960721799,730.0
76561197960799510,730.0
76561197960802408,550.0
76561197960802995,220200.0
76561197960803312,105600.0
76561197960811584,65800.0
76561197960811774,240.0
76561197960874012,4000.0
76561197960877600,730.0
76561197960888883,24960.0
76561197960891010,18500.0
76561197960946320,10.0
76561197960959352,240.0
76561197960959436,8930.0
76561197960962392,730.0
76561197960963799,730.0
76561197960971187,730.0
76561197961108717,253710.0
76561197961111954,240.0
76561197961118969,107410.0
76561197961157004,42710.0
76561197961172553,10190.0
76561197961172915,107410.0
76561197961187815,10.0
76561197961216740,4000.0
76561197961222930,242920.0
76561197961234023,240.0
76561197961247707,10190.0
76561197961279828,271590.0
76561197961316177,2820.0
76561197961325529,271590.0
76561197961375322,300.0
76561197961448249,4920.0
76561197961465709,730.0
76561197961527817,730.0
76561197961533298,216260.0
76561197961567943,21660.0
76561197961572037,218230.0
76561197961612098,240.0
76561197961628243,49400.0
76561197961631213,730.0
76561197961637426,730.0
76561197961643678,730.0
76561197961648625,4920.0
76561197961663345,10.0
76561197961672116,39120.0
76561197961702279,1250.0
76561197961739219,4920.0
76561197961745322,218230.0
76561197961823780,300.0
76561197961838528,240.0
76561197961840584,9900.0
76561197961857584,730.0
76561197961860415,550.0
76561197961892438,730.0
76561197961925195,730.0
76561197961948959,8930.0
76561197961951233,730.0
76561197961979693,420.0
76561197962023392,346110.0
76561197962048866,730.0
76561197962077181,48240.0
76561197962080059,730.0
76561197962089166,333930.0
76561197962104795,346110.0
76561197962175536,730.0
76561197962197347,240.0
76561197962221247,730.0
76561197962223765,240.0
76561197962298116,550.0
76561197962338878,300.0
76561197962414903,10190.0
76561197962441411,365590.0
76561197962448420,214360.0
76561197962604175,300.0
76561197962686639,10.0
76561197962728844,500.0
76561197962738675,17450.0
76561197962755121,24800.0
76561197962775018,234630.0
76561197962862487,550.0
76561197962960302,730.0
76561197963008605,10.0
76561197963038819,240.0
76561197963090949,730.0
76561197963130430,218620.0
76561197963206623,220200.0
76561197963219999,9900.0
76561197963262084,22380.0
76561197963325844,24960.0
76561197963338250,730.0
76561197963401558,24960.0
76561197963405974,550.0
76561197963406032,550.0
76561197963420680,10190.0
76561197963421102,240.0
76561197963429707,282440.0
76561197963443099,49520.0
76561197963443724,10.0
76561197963485479,1250.0
76561197963518361,730.0
76561197963518399,240.0
76561197963530842,240.0
76561197963532952,730.0
76561197963538874,45000.0
76561197963549028,346110.0
76561197963584284,230410.0
76561197963613344,730.0
76561197963746199,4920.0
76561197963797456,550.0
76561197963801702,300.0
76561197963914566,730.0
76561197963977595,17020.0
76561197964050011,346110.0
76561197964072195,377160.0
76561197964092053,377160.0
76561197964129564,240.0
76561197964188781,238960.0
76561197964247504,1250.0
76561197964286188,72850.0
76561197964301090,39120.0
76561197964310685,10.0
76561197964386329,730.0
76561197964386571,730.0
76561197964421738,236850.0
76561197964435063,22380.0
76561197964473354,550.0
76561197964542243,730.0
76561197964586074,209660.0
76561197964656641,240.0
76561197964743118,240.0
76561197964743311,17450.0
76561197964880950,42710.0
76561197964932511,10.0
76561197965036285,8930.0
76561197965095468,730.0
76561197965096829,240.0
76561197965109264,39120.0
76561197965128569,220240.0
76561197965139367,230410.0
76561197965157441,300.0
76561197965185036,8930.0
76561197965222957,226700.0
76561197965238303,620.0
76561197965240955,346110.0
76561197965243099,72850.0
76561197965245779,12210.0
76561197965264721,240.0
76561197965265903,228200.0
76561197965279916,10190.0
76561197965281231,72850.0
76561197965312871,377160.0
76561197965316354,265970.0
76561197965316820,8930.0
76561197965326033,304030.0
76561197965332011,300.0
76561197965355573,23400.0
76561197965359281,730.0
76561197965370768,620.0
76561197965380720,7940.0
76561197965444255,49520.0
76561197965461199,211420.0
76561197965468767,4000.0
76561197965494000,24960.0
76561197965631636,730.0
76561197965635189,237310.0
76561197965716900,49470.0
76561197965744283,550.0
76561197965808182,550.0
76561197965833962,221100.0
76561197965839479,365590.0
76561197965847529,45760.0
76561197965929122,363970.0
76561197965932870,72850.0
76561197965943381,203770.0
76561197966004617,730.0
76561197966024531,214950.0
76561197966165673,377160.0
76561197966191220,24960.0
76561197966194834,320.0
76561197966217462,240.0
76561197966217495,240.0
76561197966220930,730.0
76561197966261210,10190.0
76561197966292841,72850.0
76561197966295765,4000.0
76561197966301170,311210.0
76561197966341514,22380.0
76561197966514579,240.0
76561197966533843,240.0
76561197966578686,39210.0
76561197966624181,10.0
76561197966693214,8600.0
76561197966713982,10190.0
76561197966721582,212070.0
76561197966723681,12210.0
76561197966725255,730.0
76561197966739560,240.0
76561197966804339,4000.0
76561197966807924,218230.0
76561197966836671,7760.0
76561197966846734,4000.0
76561197966852281,219640.0
76561197966878140,24960.0
76561197966936422,268850.0
76561197966950679,236850.0
76561197967019978,4000.0
76561197967035821,242050.0
76561197967104323,8930.0
76561197967105188,730.0
76561197967118843,730.0
76561197967157024,252490.0
76561197967270344,730.0
76561197967318124,240.0
76561197967372222,31280.0
76561197967394259,240.0
76561197967411092,202170.0
76561197967427519,72850.0
76561197967443671,4000.0
76561197967443926,72850.0
76561197967457505,730.0
76561197967469174,329130.0
76561197967473231,346900.0
76561197967477981,48240.0
76561197967492300,218230.0
76561197967513414,252490.0
76561197967517744,10.0
76561197967568967,9900.0
76561197967583370,72850.0
76561197967584607,10190.0
76561197967598398,49520.0
76561197967621845,300.0
76561197967623794,72850.0
76561197967649169,10.0
76561197967675083,300.0
76561197967703294,730.0
76561197967756999,730.0
76561197967787808,240.0
76561197967789230,12200.0
76561197967794920,335300.0
76561197967853296,500.0
76561197967856025,200510.0
76561197967883005,730.0
76561197967886769,300.0
76561197967915075,10190.0
76561197967947947,20.0
76561197968027714,15620.0
76561197968034630,730.0
76561197968090935,219990.0
76561197968108638,730.0
76561197968136686,2400.0
76561197968154216,730.0
76561197968184802,45760.0
76561197968269984,214950.0
76561197968284494,550.0
76561197968287469,730.0
76561197968293229,730.0
76561197968307794,342200.0
76561197968309477,730.0
76561197968331328,218620.0
76561197968361273,72850.0
76561197968362646,8980.0
76561197968373869,427520.0
76561197968376795,107410.0
76561197968406106,730.0
76561197968409776,45760.0
76561197968411887,200510.0
76561197968414429,240.0
76561197968432179,8930.0
76561197968474193,282440.0
76561197968515942,105600.0
76561197968547556,249130.0
76561197968572338,42710.0
76561197968594848,730.0
76561197968602819,240.0
76561197968606273,202990.0
76561197968620326,72850.0
76561197968623460,4000.0
76561197968627825,24960.0
76561197968647482,13140.0
76561197968683994,730.0
76561197968694830,49520.0
76561197968697949,105600.0
76561197968760638,72850.0
76561197968761070,48220.0
76561197968765108,17020.0
76561197968819541,730.0
76561197968874281,72850.0
76561197968915746,105600.0
76561197968942250,730.0
76561197968951553,730.0
76561197968986231,251060.0
76561197968995739,322330.0
76561197969099222,8930.0
76561197969180389,107410.0
76561197969208352,730.0
76561197969210592,8930.0
76561197969309317,72850.0
76561197969331617,730.0
76561197969332199,10190.0
76561197969339666,8190.0
76561197969361001,730.0
76561197969375164,295270.0
76561197969407671,620.0
76561197969506741,240.0
76561197969526559,730.0
76561197969534642,15620.0
76561197969569445,10190.0
76561197969572003,730.0
76561197969577656,34330.0
76561197969661732,243870.0
76561197969678202,10190.0
76561197969690601,39120.0
76561197969726674,377160.0
76561197969731516,221100.0
76561197969744612,550.0
76561197969747452,240.0
76561197969757162,730.0
76561197969792821,730.0
76561197969938407,364360.0
76561197969946076,10.0
76561197969956494,550.0
76561197969968914,550.0
76561197970020418,72850.0
76561197970021062,24960.0
76561197970030775,252490.0
76561197970037772,9900.0
76561197970059381,359550.0
76561197970076726,8930.0
76561197970095939,240.0
76561197970132164,730.0
76561197970137892,72850.0
76561197970147684,240.0
76561197970168558,252490.0
76561197970173381,4000.0
76561197970225847,20.0
76561197970293781,240.0
76561197970347433,255710.0
76561197970398639,364360.0
76561197970437712,49520.0
76561197970492914,220.0
76561197970496656,24960.0
76561197970500142,72850.0
76561197970502736,239140.0
76561197970524334,301520.0
76561197970528472,10190.0
76561197970528840,240.0
76561197970529590,105600.0
76561197970530608,256030.0
76561197970532578,33930.0
76561197970537259,252950.0
76561197970541216,8190.0
76561197970542002,730.0
76561197970544576,4000.0
76561197970547350,4920.0
76561197970548777,730.0
76561197970628046,268500.0
76561197970628382,72850.0
76561197970642656,39120.0
76561197970643572,251570.0
76561197970651868,17450.0
76561197970652384,213120.0
76561197970656194,40100.0
76561197970657488,8980.0
76561197970660444,240.0
76561197970668319,218230.0
76561197970675875,240.0
76561197970686545,24960.0
76561197970688011,8930.0
76561197970690761,10190.0
76561197970691161,9900.0
76561197970692869,8190.0
76561197970693243,8930.0
76561197970733576,224600.0
76561197970737508,240.0
76561197970738784,8500.0
76561197970739448,71270.0
76561197970739809,39120.0
76561197970754503,230410.0
76561197970754837,230230.0
76561197970757585,240.0
76561197970758033,234630.0
76561197970767631,240.0
76561197970773965,42680.0
76561197970816430,730.0
76561197970818100,320.0
76561197970818136,313160.0
76561197970828806,730.0
76561197970835772,42710.0
76561197970844697,227700.0
76561197970847001,17450.0
76561197970851299,47410.0
76561197970874404,4000.0
76561197970898434,227700.0
76561197970905284,550.0
76561197970909973,10.0
76561197970912667,109600.0
76561197970936821,248820.0
76561197970951048,240.0
76561197970953564,365590.0
76561197970969335,21660.0
76561197970997520,301520.0
76561197971005450,3590.0
76561197971027247,413150.0
76561197971044458,240.0
76561197971071859,48220.0
76561197971074473,65800.0
76561197971076715,211420.0
76561197971076881,10190.0
76561197971077683,231670.0
76561197971085631,730.0
76561197971088208,240.0
76561197971090890,381210.0
76561197971097974,240.0
76561197971111615,231430.0
76561197971128349,105600.0
76561197971128924,8930.0
76561197971149785,70640.0
76561197971157949,242050.0
76561197971177524,10190.0
76561197971180788,72850.0
76561197971184192,205100.0
76561197971188713,9900.0
76561197971193008,105600.0
76561197971207409,34330.0
76561197971253101,10190.0
76561197971256061,500.0
76561197971259035,4000.0
76561197971268020,8930.0
76561197971325744,500.0
76561197971333742,240.0
76561197971362297,550.0
76561197971369024,57400.0
76561197971395842,8930.0
76561197971399999,205190.0
76561197971401137,240.0
76561197971402877,8930.0
76561197971430664,238960.0
76561197971458050,200710.0
76561197971463775,8930.0
76561197971494584,377160.0
76561197971495476,4000.0
76561197971534022,203770.0
76561197971535079,730.0
76561197971559056,24960.0
76561197971561649,13210.0
76561197971591919,287700.0
76561197971591953,240.0
76561197971598396,240.0
76561197971627623,377160.0
76561197971634172,24960.0
76561197971663378,500.0
76561197971688382,22380.0
76561197971693646,50130.0
76561197971724679,107410.0
76561197971742762,24960.0
76561197971771012,230410.0
76561197971771322,10190.0
76561197971799489,730.0
76561197971799589,39120.0
76561197971799810,730.0
76561197971806156,730.0
76561197971829696,292030.0
76561197971842661,377160.0
76561197971861347,49520.0
76561197971910709,550.0
76561197971925776,730.0
76561197971942697,200710.0
76561197971951483,226860.0
76561197971952198,49520.0
76561197971959348,380.0
76561197971964736,379720.0
76561197971982117,240.0
76561197971994126,22380.0
76561197972062983,48240.0
76561197972135736,219640.0
76561197972145947,500.0
76561197972149688,311210.0
76561197972166311,240.0
76561197972254490,240.0
76561197972254510,25800.0
76561197972269502,49520.0
76561197972275505,20570.0
76561197972280813,219640.0
76561197972282873,42710.0
76561197972286349,10190.0
76561197972289291,730.0
76561197972350379,730.0
76561197972391677,730.0
76561197972402439,730.0
76561197972403883,730.0
76561197972415919,212910.0
76561197972438750,400.0
76561197972443914,300.0
76561197972445830,24960.0
76561197972468173,8930.0
76561197972515728,252490.0
76561197972565304,240.0
76561197972619838,4920.0
76561197972678909,72850.0
76561197972680037,10.0
76561197972695242,105450.0
76561197972699388,3900.0
76561197972701676,550.0
76561197972752669,730.0
76561197972760236,377160.0
76561197972800809,42710.0
76561197972873385,240.0
76561197972880792,35450.0
76561197972887844,240.0
76561197972888476,240.0
76561197972895329,240.0
76561197972903823,15620.0
76561197972906567,72850.0
76561197972908857,230410.0
76561197972916497,12210.0
76561197972922044,3590.0
76561197972926804,204880.0
76561197972975265,212680.0
76561197972996510,105600.0
76561197973037294,730.0
76561197973111769,8930.0
76561197973114685,230410.0
76561197973131198,240.0
76561197973156896,550.0
76561197973219617,730.0
76561197973237094,47830.0
76561197973242812,232090.0
76561197973299230,10190.0
76561197973306956,24960.0
76561197973321495,15620.0
76561197973331762,730.0
76561197973395845,24960.0
76561197973439227,10.0
76561197973470219,221380.0
76561197973525528,204880.0
76561197973530158,3590.0
76561197973644913,42690.0
76561197973647504,550.0
76561197973704397,730.0
76561197973805396,730.0
76561197973809612,220.0
76561197973812297,240.0
76561197973954316,550.0
76561197973987676,200510.0
76561197973987952,211420.0
76561197974025903,10.0
76561197974046485,8500.0
76561197974077859,232090.0
76561197974144141,8930.0
76561197974165317,4920.0
76561197974166217,730.0
76561197974176814,730.0
76561197974180292,10500.0
76561197974183282,4000.0
76561197974206602,240.0
76561197974207764,80.0
76561197974245101,730.0
76561197974253442,8930.0
76561197974261803,300.0
76561197974339442,730.0
76561197974394924,72850.0
76561197974396963,4000.0
76561197974400211,1500.0
76561197974412558,3630.0
76561197974465310,24960.0
76561197974497618,72850.0
76561197974528884,730.0
76561197974550763,730.0
76561197974617995,224500.0
76561197974649431,550.0
76561197974677179,730.0
76561197974745554,8930.0
76561197974754955,252490.0
76561197974790969,221100.0
76561197974877185,252950.0
76561197974893762,251570.0
76561197974894521,230410.0
76561197974897259,47410.0
76561197974898849,730.0
76561197974941166,730.0
76561197974961641,73170.0
76561197974968656,72850.0
76561197975018849,240.0
76561197975074330,8930.0
76561197975112448,240.0
76561197975163417,255220.0
76561197975220344,202990.0
76561197975257912,730.0
76561197975296603,40100.0
76561197975349280,221100.0
76561197975369524,47410.0
76561197975390353,55230.0
76561197975452203,8930.0
76561197975513068,240.0
76561197975513866,214950.0
76561197975533000,252490.0
76561197975589727,209660.0
76561197975627080,219740.0
76561197975653356,227940.0
76561197975675487,730.0
76561197975686785,47410.0
76561197975689907,730.0
76561197975702441,730.0
76561197975722333,72850.0
76561197975743566,224260.0
76561197975759155,252950.0
76561197975767904,12210.0
76561197975843435,271590.0
76561197975863549,206480.0
76561197975889289,49520.0
76561197975902935,240.0
76561197975905289,4920.0
76561197975914394,730.0
76561197975976316,12210.0
76561197975995761,550.0
76561197975995773,550.0
76561197975995795,550.0
76561197975995833,550.0
76561197975997490,730.0
76561197976038086,550.0
76561197976038088,550.0
76561197976038096,550.0
76561197976038132,550.0
76561197976038146,550.0
76561197976038168,550.0
76561197976086430,10190.0
76561197976108026,8930.0
76561197976176459,240.0
76561197976198745,251060.0
76561197976214376,730.0
76561197976258728,202990.0
76561197976268368,105600.0
76561197976298863,240.0
76561197976312826,24960.0
76561197976356495,240.0
76561197976370411,730.0
76561197976440438,20.0
76561197976452914,236390.0
76561197976470005,252950.0
76561197976498814,240.0
76561197976546662,72850.0
76561197976556647,24960.0
76561197976561718,248390.0
76561197976574709,240.0
76561197976598242,238960.0
76561197976602369,730.0
76561197976630246,240.0
76561197976633290,377160.0
76561197976651572,550.0
76561197976659366,8930.0
76561197976669747,550.0
76561197976706281,10.0
76561197976710626,240.0
76561197976736407,10190.0
76561197976760672,320.0
76561197976806997,42710.0
76561197976825107,49520.0
76561197976834608,240.0
76561197976842635,4000.0
76561197976915254,262060.0
76561197976921600,240.0
76561197976931725,240.0
76561197976937690,4000.0
76561197976983151,346110.0
76561197977001272,500.0
76561197977009803,10190.0
76561197977016255,228200.0
76561197977039440,50130.0
76561197977058418,231430.0
76561197977069916,240.0
76561197977084867,64000.0
76561197977114271,234140.0
76561197977120574,377160.0
76561197977139110,377160.0
76561197977172470,42710.0
76561197977174002,49520.0
76561197977177509,208090.0
76561197977243925,730.0
76561197977282894,200260.0
76561197977318183,304050.0
76561197977332733,300.0
76561197977367980,240.0
76561197977385164,240.0
76561197977389534,295110.0
76561197977404207,220200.0
76561197977404907,219640.0
76561197977418710,240.0
76561197977452866,240.0
76561197977470635,39800.0
76561197977471499,550.0
76561197977490258,500.0
76561197977560920,268500.0
76561197977578328,17480.0
76561197977579279,8930.0
76561197977615598,377160.0
76561197977711285,72850.0
76561197977711841,730.0
76561197977744891,240.0
76561197977766054,35450.0
76561197977777576,34030.0
76561197977853310,24960.0
76561197977901970,221680.0
76561197977903714,304930.0
76561197977933567,222750.0
76561197977975557,240.0
76561197977991398,72850.0
76561197977996443,730.0
76561197978008006,33930.0
76561197978029286,240.0
76561197978082460,500.0
76561197978099561,240.0
76561197978116037,39120.0
76561197978171598,240.0
76561197978182952,320.0
76561197978192175,42690.0
76561197978235192,227980.0
76561197978237835,240.0
76561197978247812,240.0
76561197978343898,500.0
76561197978352187,231430.0
76561197978376932,427520.0
76561197978426585,48700.0
76561197978460134,105600.0
76561197978531408,105600.0
76561197978544403,72850.0
76561197978745599,10.0
76561197978756659,252490.0
76561197978779212,233450.0
76561197978787778,620.0
76561197978806444,268850.0
76561197978824409,72850.0
76561197978871474,240.0
