Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,app_name,id
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Guild Wars Nightfall,29580
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Guild Wars,29540
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Guild Wars Factions,29560
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Guild Wars Trilogy,29570
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Puzzle Kingdoms,23700
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Samantha Swift and the Golden Touch,16060
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Two Worlds Epic Edition,1930
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Helldorado,18470
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,X-Blades,7510
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zeno Clash,22200
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Maw: Speeder Lane,26007
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,King's Bounty: The Legend,25900
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Virtual Families,16200
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Death Track®: Resurrection,7840
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Freedom Force vs. the Third Reich,8890
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Freedom Force,8880
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Light of Altair,34500
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Darkest Hour: Europe '44-'45,1280
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Prototype™,10150
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Blueberry Garden,29160
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Port Royale 2,12470
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call of Cthulhu®: Dark Corners of the Earth,22340
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,The Elder Scrolls IV: Oblivion® Game of the Year Edition,22330
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,The Elder Scrolls III: Morrowind® Game of the Year Edition,22320
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,900883
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ankh 2: Heart of Osiris,12440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Armored Fist 3,32710
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MiG-29 Fulcrum,32740
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BC Kings,12460
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call of Juarez®: Bound in Blood,21980
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nancy Drew®: Legend of the Crystal Skull,31860
