user_id,item_id,recommend,sentiment_analysis,rating,user_id_num
76561198066046412,359320,False,0,0,5852
76561198066046412,219640,True,2,5,5852
tru_mu_,287980,True,2,5,24773
76561198070565427,218620,True,1,3,6646
76561198070565427,208090,True,2,5,6646
76561198070565427,242700,True,1,3,6646
76561198070565427,570,False,1,2,6646
76561198070565427,224260,True,1,3,6646
SavageEeEe,221100,True,2,5,16585
76561198076909484,570,True,2,5,7753
KanadeTheNeko,331470,True,2,5,14734
KanadeTheNeko,4000,True,2,5,14734
Leaf_Light_Moscow,323370,True,2,5,14997
GoAwayZach,304930,True,2,5,14001
76561198054540475,12210,True,0,1,4125
76561198054540475,265210,True,1,3,4125
76561198054540475,48700,True,2,5,4125
76561198085547365,238460,True,2,5,9097
76561198085547365,34900,True,2,5,9097
76561198061252210,730,True,2,5,5051
OfficialShroomsy,113200,True,2,5,15861
boydeer,440,True,1,3,18909
boydeer,383080,False,1,2,18909
VVillis,213670,True,1,3,17722
76561198083226897,105600,True,1,3,8718
76561198075277292,730,True,0,1,7518
76561198075277292,570,True,2,5,7518
76561198028895010,231180,True,2,5,1888
76561198028895010,620,True,2,5,1888
76561198170198366,271290,True,2,5,11761
diego9031,4000,True,1,3,19690
diego9031,317360,True,1,3,19690
diego9031,223710,True,1,3,19690
diego9031,299360,True,1,3,19690
diego9031,322330,True,1,3,19690
diego9031,1250,True,1,3,19690
diego9031,12100,True,1,3,19690
diego9031,204360,True,2,5,19690
diego9031,440,True,1,3,19690
diego9031,224260,True,2,5,19690
jarrodtrim,440,True,2,5,21183
76561198078738103,304930,True,2,5,8014
76561198067936203,440,True,2,5,6174
76561198079770573,1840,True,1,3,8219
76561198087586464,440,True,2,5,9352
Derp-e,440,True,2,5,13234
76561198070194565,233250,True,1,3,6592
76561198070194565,449140,True,1,3,6592
76561198070194565,368730,True,1,3,6592
76561198070194565,246280,True,1,3,6592
76561198070194565,427270,True,2,5,6592
76561198070194565,397100,True,1,3,6592
76561198070194565,248570,True,1,3,6592
Rivtex,298630,True,1,3,16412
UTNerd24,244210,True,2,5,17657
UTNerd24,440,True,1,3,17657
UTNerd24,376920,True,2,5,17657
UTNerd24,257750,True,2,5,17657
UTNerd24,221910,True,1,3,17657
UTNerd24,2280,True,0,1,17657
sandwiches1,417860,False,1,2,23700
76561198138053270,218620,True,2,5,11549
lucaswerg,218620,True,2,5,21992
lucaswerg,222880,True,1,3,21992
Life-Of-Blu,377160,True,2,5,15049
Life-Of-Blu,211820,True,2,5,15049
CaptianAutismo,252490,True,0,1,12797
76561198075895633,440,True,2,5,7602
TheDropix101,242920,True,2,5,17308
kube134,251990,True,2,5,21675
iamthekingofbrowntown,344760,False,0,0,20925
iamthekingofbrowntown,252950,True,1,3,20925
iamthekingofbrowntown,236430,True,2,5,20925
iamthekingofbrowntown,399730,True,2,5,20925
MainScout,550,True,1,3,15269
yookobz,377160,True,2,5,25306
yookobz,219150,True,2,5,25306
Posiblydead,277430,True,2,5,16119
Posiblydead,239820,True,2,5,16119
Posiblydead,17410,True,2,5,16119
Mossy_Gaming,440,True,2,5,15479
76561198102421718,270550,True,2,5,10888
76561198102421718,274940,True,2,5,10888
76561198102421718,333930,True,0,1,10888
76561198087407319,440,True,1,3,9323
76561198056741844,730,True,1,3,4374
sad-commie,294100,True,0,1,23650
sad-commie,212070,True,0,1,23650
sad-commie,264140,True,1,3,23650
76561198030567998,332800,True,1,3,1955
76561198030567998,319630,True,2,5,1955
76561198030567998,6020,True,0,1,1955
76561198030567998,55230,True,2,5,1955
76561198030567998,32430,True,2,5,1955
76561198010674657,377160,False,2,4,1250
76561198010674657,440,True,0,1,1250
Coldaniel,35450,True,2,5,12919
Coldaniel,440,True,2,5,12919
Coldaniel,236390,True,2,5,12919
therealmorty,351570,True,2,5,24555
therealmorty,212680,True,0,1,24555
Berserklejerker,391540,True,2,5,12491
76561198061730629,550,True,0,1,5127
YoHuNz,440,True,1,3,18007
YoHuNz,570,True,1,3,18007
possessioniskey,72850,True,2,5,23208
possessioniskey,440,True,2,5,23208
possessioniskey,113400,True,2,5,23208
76561198093112529,440,True,2,5,10052
76561198060447950,200510,True,2,5,4921
whiteofwolfing,730,True,2,5,25092
sergarino,383080,True,2,5,23783
76561198081962345,200210,True,2,5,8538
76561198081962345,1250,True,1,3,8538
76561198073210139,304050,True,2,5,7184
Nozomikat,265610,True,2,5,15801
Nozomikat,264200,True,1,3,15801
Nozomikat,417860,True,2,5,15801
Nozomikat,333600,True,2,5,15801
Nozomikat,213670,True,2,5,15801
Nozomikat,91310,True,2,5,15801
Nozomikat,437220,False,0,0,15801
Nozomikat,210770,True,2,5,15801
xfluttersx,351640,True,2,5,25229
xfluttersx,202530,False,2,4,25229
xfluttersx,105600,True,2,5,25229
xfluttersx,440,True,2,5,25229
xfluttersx,47870,True,2,5,25229
xfluttersx,383080,True,2,5,25229
xfluttersx,410,True,2,5,25229
76561198056290589,730,True,2,5,4320
ii_voltage_ii,253710,False,2,4,20969
ii_voltage_ii,339280,True,2,5,20969
ii_voltage_ii,271290,True,2,5,20969
ii_voltage_ii,203290,True,2,5,20969
76561198097762318,440,True,2,5,10582
76561198097762318,233150,True,1,3,10582
Hirukaz,550,True,0,1,14228
StelerForYou,730,True,2,5,16990
StelerForYou,211820,True,2,5,16990
76561198183396245,440,True,2,5,11794
Xx-Woods,346330,False,1,2,17965
Xx-Woods,224260,True,2,5,17965
Xx-Woods,317360,True,2,5,17965
Xx-Woods,295550,True,2,5,17965
Xx-Woods,250180,True,1,3,17965
Xx-Woods,227940,True,0,1,17965
Xx-Woods,17520,True,1,3,17965
Xx-Woods,113420,True,2,5,17965
kevinator23,320760,True,0,1,21517
kevinator23,8850,True,2,5,21517
kevinator23,233720,True,2,5,21517
kevinator23,218620,True,2,5,21517
kevinator23,730,True,2,5,21517
kevinator23,219740,True,2,5,21517
kevinator23,220240,True,2,5,21517
kevinator23,440,True,2,5,21517
76561198090715178,4000,True,2,5,9753
76561198090715178,304930,True,2,5,9753
CatsWhale,333950,True,2,5,12812
CatsWhale,388520,True,2,5,12812
CatsWhale,107410,True,2,5,12812
CatsWhale,206210,True,2,5,12812
76561198073784601,221100,True,2,5,7283
76561198073784601,299740,False,0,0,7283
mimimomoma,730,True,2,5,22338
76561198102410011,440,True,1,3,10887
de_Butl3r,209870,True,2,5,19579
76561198027947401,322170,True,2,5,1833
76561198027947401,304050,True,2,5,1833
Bluezap1,440,True,2,5,12600
Bluezap1,730,True,2,5,12600
Bluezap1,362890,True,2,5,12600
Bluezap1,413850,True,1,3,12600
76561198074200011,730,True,2,5,7354
jonasdbomb,346110,True,2,5,21331
L1J1N,570,True,2,5,14913
Lord_Exploit,311560,True,2,5,15127
Lord_Exploit,322170,True,2,5,15127
AVATAR715,48240,False,0,0,12049
AVATAR715,440,True,2,5,12049
AVATAR715,248570,True,0,1,12049
AVATAR715,264140,True,2,5,12049
AVATAR715,4000,True,2,5,12049
AVATAR715,266430,True,2,5,12049
AVATAR715,316010,True,2,5,12049
AVATAR715,249570,True,2,5,12049
YieuwMage,730,True,2,5,18003
76561198078752187,240,True,1,3,8019
A-Very-Sly-Person,304930,True,1,3,12009
A-Very-Sly-Person,440,True,2,5,12009
76561198211054671,730,True,1,3,11855
76561198211054671,333930,True,0,1,11855
76561197994493402,365590,True,2,5,904
76561197994493402,264200,True,2,5,904
76561197994493402,440,True,2,5,904
Koolcaz12,298050,False,2,4,14865
76561198065656175,383080,True,2,5,5776
76561198188979775,440,True,2,5,11806
97396295,301520,True,2,5,11997
97396295,243870,True,2,5,11997
97396295,218230,False,0,0,11997
97396295,291550,False,0,0,11997
76561198126640317,251570,True,2,5,11413
76561198126640317,221100,True,2,5,11413
76561198126640317,316010,True,2,5,11413
76561198126640317,218230,True,0,1,11413
76561198126640317,333930,True,2,5,11413
76561198126640317,222880,True,2,5,11413
76561198126640317,730,True,2,5,11413
DemonicWolvz,55230,True,2,5,13223
DemonicWolvz,232090,True,2,5,13223
DemonicWolvz,4000,True,1,3,13223
DemonicWolvz,206420,True,2,5,13223
DemonicWolvz,224260,True,2,5,13223
DemonicWolvz,550,True,2,5,13223
DieMadchenschanderin,346110,True,2,5,13275
DieMadchenschanderin,380770,False,0,0,13275
DieMadchenschanderin,454890,True,0,1,13275
DieMadchenschanderin,227680,False,2,4,13275
GGargula,570,False,1,2,13867
GGargula,233250,True,1,3,13867
Myther43,273350,True,2,5,15594
getf0kinn0sc0pedm9,730,True,0,1,20455
getf0kinn0sc0pedm9,440,False,0,0,20455
76561198141443390,730,True,2,5,11582
76561198097333029,570,True,1,3,10539
whodafuqisthisguilao,730,True,2,5,25094
Magjiikal,370480,True,2,5,15266
Magjiikal,313740,True,2,5,15266
ohnospaghet,1840,True,2,5,22851
ohnospaghet,440,True,0,1,22851
ohnospaghet,266210,True,2,5,22851
ohnospaghet,369200,True,1,3,22851
ohnospaghet,252490,False,0,0,22851
ohnospaghet,264200,True,2,5,22851
76561198050347115,292030,True,0,1,3690
2768820078,287700,True,1,3,255
2768820078,730,False,1,2,255
2768820078,310950,True,1,3,255
2768820078,377160,True,1,3,255
2768820078,221380,True,1,3,255
2768820078,333950,True,1,3,255
2768820078,222420,False,1,2,255
2768820078,271590,True,1,3,255
2768820078,298110,True,1,3,255
2768820078,222440,True,1,3,255
76561198056392326,259530,True,1,3,4329
76561198056392326,219640,False,1,2,4329
76561198056392326,269210,False,1,2,4329
2d4nk4m3,317470,False,2,4,272
2d4nk4m3,47410,True,2,5,272
76561198078478151,730,True,1,3,7971
exiaez,365450,True,1,3,20067
76561198095921854,245620,True,2,5,10404
EizanAratoFujimaki,70,True,2,5,13496
EizanAratoFujimaki,359550,False,0,0,13496
TeCool,274980,True,2,5,17189
TeCool,202090,True,2,5,17189
TeCool,339280,True,2,5,17189
TeCool,314130,False,0,0,17189
2xDelorean,570,True,2,5,288
2xDelorean,212680,True,2,5,288
2xDelorean,200210,True,2,5,288
2xDelorean,440,True,2,5,288
washington_,440,False,2,4,25025
washington_,4000,True,2,5,25025
washington_,211820,True,1,3,25025
washington_,10180,True,1,3,25025
washington_,252490,True,1,3,25025
washington_,417860,True,0,1,25025
jewxxl,251970,True,2,5,21261
76561198088944293,359550,True,0,1,9536
76561198088944293,107410,True,2,5,9536
76561198088944293,218230,False,1,2,9536
76561198088944293,437701,False,1,2,9536
76561198088944293,304930,True,1,3,9536
76561198092540221,400,True,2,5,10004
76561198092540221,620,True,2,5,10004
76561198092540221,238460,True,2,5,10004
76561198092540221,6060,True,2,5,10004
76561198092540221,440,True,2,5,10004
76561198051258119,730,True,2,5,3795
nubquake123,265610,True,2,5,22798
Pyromanic,31280,True,2,5,16201
Pyromanic,4000,True,2,5,16201
Pyromanic,240,True,2,5,16201
76561198109656922,440,True,2,5,11151
CobRazor,252490,True,1,3,12904
relesprit,8930,True,2,5,23462
WitchHunter4542,304930,True,2,5,17887
WitchHunter4542,237310,True,0,1,17887
WitchHunter4542,224260,True,2,5,17887
pwrt,230410,True,2,5,23293
pwrt,440,True,2,5,23293
wantmahbody,440,True,2,5,25015
76561198115868847,219640,False,0,0,11243
benedictcuminherbatch,570,True,2,5,18707
76561198031207016,8930,True,2,5,1982
76561198043458582,105600,True,2,5,2810
76561198043458582,221100,True,2,5,2810
76561198043458582,107410,True,2,5,2810
76561198043458582,231430,True,2,5,2810
smashiroshh,218620,True,2,5,23971
shark854,225540,True,2,5,23831
killbunny38,570,True,2,5,21544
killbunny38,333930,False,1,2,21544
76561198047630659,230410,False,2,4,3390
1337lolroflmao,271590,True,2,5,138
1337lolroflmao,218620,True,0,1,138
1337lolroflmao,219740,True,0,1,138
1337lolroflmao,7940,True,2,5,138
1337lolroflmao,234190,True,2,5,138
1337lolroflmao,10180,True,2,5,138
1337lolroflmao,33900,True,2,5,138
1337lolroflmao,261030,True,2,5,138
1337lolroflmao,243470,True,0,1,138
sithjjf,302830,False,0,0,23918
76561198060039459,570,False,0,0,4865
OzfurAtlas,218620,False,1,2,15931
OzfurAtlas,4700,True,0,1,15931
OzfurAtlas,212680,True,0,1,15931
76561198065593074,304930,False,0,0,5757
76561198065593074,730,False,0,0,5757
76561198065593074,304050,True,2,5,5757
76561198065593074,203750,True,2,5,5757
76561198044169764,227940,False,2,4,2913
76561198044169764,355180,False,0,0,2913
76561198044169764,730,True,0,1,2913
76561198044169764,4000,True,1,3,2913
euzi,236390,True,2,5,20045
76561198074935997,221100,False,0,0,7472
76561198074935997,365590,False,1,2,7472
76561198074935997,299740,True,2,5,7472
76561198074935997,346110,False,2,4,7472
76561198074935997,275850,False,2,4,7472
76561198074935997,400800,False,0,0,7472
76561198074935997,252490,False,2,4,7472
76561198074935997,437220,False,2,4,7472
76561197961778802,730,True,2,5,502
lucasrash,440,True,1,3,21990
76561198016602703,301520,False,0,0,1415
76561198016602703,433340,True,2,5,1415
thisissohardtomakeoneup,440,True,1,3,24613
76561198087010391,4000,True,2,5,9277
66666669999999,302830,False,1,2,447
76561198061174192,220200,True,2,5,5036
76561198061174192,242760,True,0,1,5036
ReMiXOfficalSteam,352460,True,2,5,16322
Wilfire77,322920,True,2,5,17876
76561198084390807,234792,True,1,3,8910
76561198084390807,252490,True,2,5,8910
Mastic,304050,False,0,0,15315
Mastic,297130,True,2,5,15315
Mastic,397570,True,0,1,15315
Mastic,550,True,2,5,15315
Mastic,206420,True,2,5,15315
Mastic,278360,False,2,4,15315
76561198028286104,10180,True,2,5,1855
tarjla,242760,True,2,5,24338
tarjla,304930,True,2,5,24338
tarjla,441790,True,2,5,24338
tarjla,265750,True,2,5,24338
tarjla,252490,True,2,5,24338
tarjla,4000,True,2,5,24338
tarjla,211820,True,2,5,24338
tarjla,105600,True,2,5,24338
tarjla,251570,True,2,5,24338
tarjla,730,True,2,5,24338
deathnz1,233110,False,0,0,19609
deathnz1,322910,False,2,4,19609
deathnz1,276340,True,2,5,19609
readingthis4noobs,227940,True,2,5,23410
76561198104393251,304930,True,2,5,10970
76561198075322986,730,True,1,3,7522
redsncrimson,448530,True,2,5,23442
redsncrimson,304410,True,2,5,23442
redsncrimson,620,True,2,5,23442
redsncrimson,274920,True,1,3,23442
redsncrimson,211820,True,2,5,23442
redsncrimson,219890,True,2,5,23442
redsncrimson,49520,True,2,5,23442
redsncrimson,223510,True,2,5,23442
redsncrimson,440,True,2,5,23442
76561198151910904,252950,True,2,5,11662
H1DD3NT3RR0R,240,True,2,5,14095
H1DD3NT3RR0R,105600,True,2,5,14095
H1DD3NT3RR0R,204300,True,2,5,14095
H1DD3NT3RR0R,730,True,0,1,14095
H1DD3NT3RR0R,440,False,0,0,14095
H1DD3NT3RR0R,570,True,0,1,14095
76561198071214618,268750,True,2,5,6792
76561198115115631,570,True,2,5,11226
76561198071175142,570,True,1,3,6785
76561198071175142,271590,True,2,5,6785
t8s,360870,True,2,5,24312
t8s,730,True,2,5,24312
pikawuu2,230410,True,1,3,23101
pikawuu2,12900,True,2,5,23101
Sammeh00,301520,True,2,5,16562
Michaelele,6060,True,2,5,15389
Michaelele,730,True,2,5,15389
Michaelele,107410,True,2,5,15389
Michaelele,304930,True,2,5,15389
76561198045754869,335670,True,1,3,3151
76561198076098774,215080,True,2,5,7644
76561198103253374,570,True,0,1,10915
76561198048417105,271590,True,2,5,3490
76561198048417105,730,True,2,5,3490
76561198048417105,244160,True,2,5,3490
76561198048417105,270880,True,2,5,3490
76561198090842891,8190,True,2,5,9765
76561198055767971,247730,False,0,0,4270
76561197998052647,233630,True,2,5,971
adohya343,303390,False,2,4,18240
76561198145436942,221100,True,2,5,11620
jjas01,208812,False,2,4,21287
jjas01,218620,False,2,4,21287
jjas01,243120,True,2,5,21287
jjas01,234140,True,1,3,21287
jjas01,204450,True,2,5,21287
jjas01,225260,True,2,5,21287
jjas01,50300,True,2,5,21287
jjas01,201810,True,2,5,21287
jjas01,212630,False,0,0,21287
jjas01,427820,False,0,0,21287
3xotic26,500,True,2,5,336
3xotic26,440,True,2,5,336
3xotic26,49520,True,2,5,336
3xotic26,550,True,2,5,336
iamthetrashlord,206420,True,2,5,20926
iamthetrashlord,213670,True,2,5,20926
3dster,550,True,2,5,330
76561198079990063,231040,True,2,5,8245
Forty-Nine,221100,True,0,1,13780
Forty-Nine,376300,False,2,4,13780
76561198051017916,351040,True,1,3,3772
76561198051017916,250600,True,1,3,3772
L4M1NAS,227940,True,2,5,14919
L4M1NAS,437220,True,2,5,14919
L4M1NAS,221100,True,2,5,14919
76561198096766604,301520,False,2,4,10492
76561197995322437,264710,True,2,5,928
imsojipper,218620,True,2,5,21014
76561198084542731,206420,True,1,3,8938
76561198084542731,47790,True,2,5,8938
76561198103671881,570,True,2,5,10939
mrpfresh,236110,True,0,1,22493
mrpfresh,346110,True,0,1,22493
mrpfresh,232790,True,2,5,22493
GamerFag,440,True,2,5,13909
GamerFag,70,True,0,1,13909
GamerFag,420,True,1,3,13909
GamerFag,380,True,2,5,13909
GamerFag,220,True,1,3,13909
GamerFag,1250,True,2,5,13909
EHS-R3AP3R,339230,False,0,0,13452
EHS-R3AP3R,349700,True,2,5,13452
EHS-R3AP3R,226700,True,2,5,13452
EHS-R3AP3R,209160,True,2,5,13452
chidori_647,219990,True,2,5,19185
chidori_647,213670,True,2,5,19185
chidori_647,21100,False,0,0,19185
chidori_647,8190,True,2,5,19185
chidori_647,215470,False,0,0,19185
76561198092227136,730,True,2,5,9963
76561198092227136,1250,True,1,3,9963
hellcat59,4000,True,2,5,20736
76561198007584361,401650,True,0,1,1157
tbimperator,35450,True,2,5,24347
Allahu_Akbar666,230410,True,2,5,12153
Allahu_Akbar666,304930,False,0,0,12153
ulramite,290020,True,2,5,24834
ulramite,248860,True,0,1,24834
ulramite,211820,True,2,5,24834
-GM-Dragon,226700,False,0,0,6
-GM-Dragon,244850,True,2,5,6
76561198054040292,298260,True,2,5,4070
76561198078799606,370240,False,0,0,8028
76561198078799606,730,True,2,5,8028
76561198078799606,233450,True,1,3,8028
I_DID_911_JUST_SAYING,214420,True,2,5,14346
I_DID_911_JUST_SAYING,365670,True,2,5,14346
I_DID_911_JUST_SAYING,440,True,2,5,14346
I_DID_911_JUST_SAYING,4000,True,2,5,14346
I_DID_911_JUST_SAYING,221260,True,2,5,14346
750805,369070,False,0,0,480
750805,91310,False,0,0,480
diabeticfuck,218620,True,2,5,19680
diabeticfuck,419070,True,1,3,19680
diabeticfuck,333930,False,0,0,19680
diabeticfuck,287700,True,1,3,19680
76561198054465623,302830,False,1,2,4117
76561198054465623,24240,True,2,5,4117
76561198054465623,39800,True,1,3,4117
76561198054465623,250600,True,0,1,4117
76561198054465623,105600,True,0,1,4117
76561198054465623,113020,True,2,5,4117
aaropro,440,True,2,5,18194
aaropro,221100,True,2,5,18194
abiam,238960,True,1,3,18201
FrankoWalker,310370,True,2,5,13792
FrankoWalker,260410,True,1,3,13792
FrankoWalker,236390,True,0,1,13792
LightfootSword7,221100,False,2,4,15056
LightfootSword7,383870,True,2,5,15056
SALTTHEW0UND,248820,True,1,3,16472
SALTTHEW0UND,730,True,2,5,16472
SALTTHEW0UND,550,True,2,5,16472
SALTTHEW0UND,204030,True,2,5,16472
SALTTHEW0UND,440,True,2,5,16472
SALTTHEW0UND,383080,True,2,5,16472
express157,304930,True,2,5,20073
76561198074644990,242760,True,1,3,7434
76561198074644990,207230,True,2,5,7434
76561198074644990,9180,False,0,0,7434
76561198064304806,730,True,0,1,5529
TomoeMamiewe,10150,True,1,3,17557
TomoeMamiewe,4000,True,1,3,17557
76561198057086148,214950,True,2,5,4432
Acidius99,218620,True,2,5,12071
Acidius99,292030,True,2,5,12071
Acidius99,261640,True,2,5,12071
Acidius99,220240,True,2,5,12071
Acidius99,271290,False,0,0,12071
acorn13,313740,True,2,5,18219
acorn13,34330,True,0,1,18219
acorn13,271590,True,2,5,18219
adamcookie,570,True,2,5,18227
AddzyTheBaddzy,291550,True,2,5,12083
AddzyTheBaddzy,259080,True,2,5,12083
mrfunkyjunkie,233250,True,2,5,22474
mrfunkyjunkie,256350,True,2,5,22474
mrfunkyjunkie,249380,True,2,5,22474
mradobe7,275850,False,2,4,22465
76561198167207237,337320,True,0,1,11752
76561198167207237,391540,True,1,3,11752
76561198167207237,265930,True,1,3,11752
76561198167207237,620,True,2,5,11752
cancerkek,730,True,1,3,19063
76561198073508075,10090,True,2,5,7235
76561198073508075,251570,True,0,1,7235
76561198073508075,218680,True,2,5,7235
76561198074323290,252490,False,2,4,7381
76561198074323290,251060,False,0,0,7381
76561198090899557,252490,False,0,0,9770
advenger95,22370,True,2,5,18245
advenger95,307690,True,2,5,18245
advenger95,72850,True,0,1,18245
EndAtHallow,1250,True,0,1,13539
76561198063624801,440,True,1,3,5431
aeryal,440,True,2,5,18256
76561198070263209,570,True,1,3,6601
76561198015968275,248610,True,0,1,1396
Agiegamma,208090,True,2,5,12108
76561198082614708,250340,True,2,5,8636
Agronoth,244850,True,2,5,12111
Agronoth,221640,True,2,5,12111
Agronoth,104900,True,2,5,12111
Agronoth,105600,True,2,5,12111
Agronoth,9450,False,2,4,12111
UnholyFallenAngel,262410,True,2,5,17687
UnholyFallenAngel,222940,True,2,5,17687
UnholyFallenAngel,221040,True,2,5,17687
76561198068565589,221100,True,1,3,6305
76561198068565589,286570,True,2,5,6305
76561198068565589,263440,False,1,2,6305
SlutOnTheSpit,4000,True,2,5,16812
WestyGaming,223710,True,1,3,17851
NaruseAiria,317360,True,1,3,15638
NaruseAiria,108600,True,2,5,15638
NaruseAiria,259080,True,2,5,15638
NaruseAiria,208520,True,2,5,15638
76561198067713802,239660,True,2,5,6137
76561198067713802,304930,True,2,5,6137
76561198187212131,730,True,2,5,11804
76561198044678148,495890,True,1,3,2991
76561198044678148,472680,True,2,5,2991
Alex680,4000,True,2,5,12142
alansiulun,295270,True,2,5,18308
alansiulun,265930,True,2,5,18308
Albolah,283920,True,0,1,12134
Albolah,440,True,2,5,12134
Albolah,294650,True,2,5,12134
76561198003056556,432020,False,2,4,1064
76561198003056556,233720,True,2,5,1064
maxpaynepillkiller,319630,True,2,5,22200
maxpaynepillkiller,12120,True,1,3,22200
maxpaynepillkiller,241930,True,2,5,22200
maxpaynepillkiller,428690,True,2,5,22200
maxpaynepillkiller,55230,True,2,5,22200
maxpaynepillkiller,243470,False,0,0,22200
AlexNoClutch,227860,False,2,4,12146
Alexwai04,218620,True,2,5,12149
76561198095481910,208090,True,0,1,10364
76561198164545985,730,True,2,5,11738
AlkalineDeath,228280,True,2,5,12152
AlkalineDeath,240760,True,2,5,12152
76561198075935236,226700,True,1,3,7612
76561198075935236,250900,True,2,5,7612
mintifreshbadger,35450,True,0,1,22366
AlpacaRevolution,9900,True,2,5,12158
AlpacaRevolution,212680,True,2,5,12158
AlpacaRevolution,346110,False,1,2,12158
AlphaBryn444,236370,True,2,5,12161
76561198071952798,381210,True,0,1,6934
76561198071952798,265930,False,0,0,6934
76561198071952798,218620,True,2,5,6934
76561198071952798,205100,True,2,5,6934
76561198009001563,570,True,1,3,1205
76561198016753953,271290,True,2,5,1422
76561198016753953,570,True,1,3,1422
smegmyfoodle,346010,True,2,5,23973
smegmyfoodle,239250,True,0,1,23973
76561198057869849,313120,True,2,5,4547
76561198058836921,211820,True,2,5,4682
lol_ursuchanoob,218620,True,0,1,21927
lol_ursuchanoob,12210,True,2,5,21927
lol_ursuchanoob,220240,True,0,1,21927
lol_ursuchanoob,17300,True,2,5,21927
AMV72,206440,True,2,5,12034
AMV72,209100,False,0,0,12034
AMV72,209000,True,2,5,12034
AMV72,218060,True,2,5,12034
AMV72,24240,True,1,3,12034
76561198069170979,440,True,2,5,6408
76561198085956238,224540,False,0,0,9153
76561198085956238,242860,False,0,0,9153
76561198085956238,47410,True,2,5,9153
76561198085956238,34330,False,0,0,9153
76561198132540690,730,True,2,5,11490
76561198132540690,220200,True,2,5,11490
711armageddoncarmageddon,113020,True,1,3,468
711armageddoncarmageddon,105600,True,1,3,468
711armageddoncarmageddon,9480,True,2,5,468
76561198034868596,359870,True,2,5,2149
Andraison,22230,True,0,1,12194
76561198055790408,203770,True,2,5,4274
76561198069560699,550,True,2,5,6473
76561198069560699,259080,True,2,5,6473
76561198069560699,72850,True,2,5,6473
76561198069560699,8870,True,2,5,6473
76561198099625419,230410,True,1,3,10721
76561198099625419,200260,True,1,3,10721
76561198099625419,19900,True,2,5,10721
76561198099625419,241540,True,1,3,10721
76561198099625419,220,True,1,3,10721
76561198084032274,227940,False,0,0,8848
76561198084032274,236390,False,2,4,8848
Angrovar,17390,True,2,5,12207
Angrovar,359320,True,1,3,12207
AngryAinsley,317360,True,2,5,12208
AngryAinsley,253030,True,2,5,12208
AngryAinsley,295110,True,2,5,12208
AngryAinsley,264710,True,2,5,12208
uradumbtit,274310,True,0,1,24867
uradumbtit,4000,True,2,5,24867
76561198037038784,252470,True,0,1,2285
IKillNoobsFirst,730,True,2,5,14325
76561198037888300,344770,True,2,5,2321
1234865654,22380,True,0,1,115
76561198040925596,440,True,2,5,2527
76561198084123358,9900,True,2,5,8863
Apachehavoc,107410,False,1,2,12232
ApexNZ,221640,True,2,5,12237
ApexNZ,202170,True,2,5,12237
ApexNZ,49520,True,0,1,12237
ApexNZ,245490,True,2,5,12237
ApexNZ,313120,True,2,5,12237
76561198039441595,113020,False,1,2,2411
76561198039441595,319510,False,0,0,2411
76561198039441595,20,False,0,0,2411
76561198039441595,209080,False,0,0,2411
76561198039441595,223470,False,2,4,2411
