user_id,items_count,price,porcentaje_recomendaciones_true
1052218979baidu,21,137.91,
10817,38,269.8,
109284293753647,150,1161.26,
10936543792,109,785.39,100.0
10948278193,31,54.97,
109leonidas,178,1197.24,
10Degree,150,940.21,100.0
10gp,21,59.95,
10outof10matee,56,875.4399999999999,
10oyard,20,149.91,100.0
11010011011,140,1161.22,
1101167413,42,363.73,
110211021,73,343.7,50.0
110321565469,76,683.04,
1103703132946,65,447.69,100.0
111190869,62,606.6999999999999,100.0
111222333222111,28,272.83,
111222333444555666888,52,711.5600000000001,85.71428571428571
11123xxx3122,10,59.95,
11124,44,238.84,0.0
11141995,47,392.69,
111s,242,1635.63,
111zerosen,65,379.56,100.0
1122305938,177,1649.22,75.0
112asdasfasdasd,23,0.0,100.0
11345678,34,222.88,
113595,76,565.68,100.0
1136579070,82,389.72999999999996,100.0
11464789,37,211.84,
11567jj,102,386.78,100.0
1163321,56,169.91,
117007,15,79.94,
117331,67,302.78,100.0
117a2,11,59.959999999999994,
117arbiter,166,877.88,100.0
11925219096,70,446.68,100.0
119922883377446655123456789,60,193.86,0.0
11XGX,215,1593.9099999999999,50.0
12021988,3,0.0,
120445,120,604.01,100.0
120488700,21,164.95000000000002,100.0
12110604,16,74.95,
1212343456567878909,33,122.94,100.0
12123871234989120,33,127.89999999999999,
12125,126,935.43,100.0
1214551565454556,4,0.0,
121478,129,1112.45,
121598558,9,0.0,
12223536,177,1175.6,50.0
122249_700b,38,273.77,
122799,17,39.980000000000004,
123123123131231231,43,265.89,100.0
12312312332123,31,130.9,100.0
12312341244123,50,244.84,
1231343263534243534,48,415.72,
123232343432555686888554456555,65,471.73,100.0
1232999,64,505.76,
12332165478953761,59,277.75,100.0
1233451231252123,77,164.92000000000002,
1233zaazen,33,315.84,
12341008,3,14.99,
12341846,28,130.88,100.0
1234321115,46,497.7,
1234455565,2,19.99,
12345123456,33,292.83,
1234567124567,38,259.84,
12345676543456789098543,73,301.77,100.0
1234567810132,48,94.88,100.0
123456787654329,131,927.42,
12345678901234567890123456567890,206,2159.73,85.71428571428571
1234567890192837465,98,516.69,100.0
1234567890qweccrtht,41,217.87,
1234567890qwertyuiop,4,32.98,
12345678910123,2,4.99,
12345678910a,81,633.63,100.0
1234567898354127873,10,44.95,
123456789874561232145678,269,2012.54,100.0
123456789_Kappa,37,315.29,
123456789diamond987654321,71,537.63,100.0
1234567io9872345678765432,155,826.41,87.5
12345gh,17,54.96,
1234865654,76,333.73,100.0
1234derpaa,44,264.83,
12391939123,124,700.0,100.0
12398uf8jg21390,35,116.89,100.0
12399017,25,150.84,
123abc321,2,0.0,
123abccba,91,553.65,
123amazing123,48,183.9,
123curssin123,52,274.84,
123franz789,15,37.97,
123joshua321,87,689.43,100.0
123repulseMe,137,933.35,100.0
123sharpshooter123,2,0.0,
1242163634531636,2,9.98,
12435674325tyughnb,43,255.81,
12435gg,107,215.82,
124653tf,8,9.99,
124681,3,19.99,
1249012512908890112890,75,473.19,
124c7937,2,0.0,
12524,81,136.87,
12536475869trhgsdf,99,320.63,100.0
12549,64,213.88,
12779,105,491.65,80.0
128463821947,10,9.99,
12874175635ELITE,2,4.99,
128bitbit,81,289.8,
1294120970512,49,315.78,
129874182,155,1194.19,100.0
12DeAgostoAs12HRSe26MIN,35,225.83,100.0
12_gauge_org,48,172.93,100.0
12das,20,24.98,100.0
1300655506nigga,41,237.78,100.0
13012,128,958.4,
131312,135,1120.3899999999999,77.77777777777779
1313Lcf,144,1182.3,
131467132,56,261.85,100.0
13199708,139,1198.33,
1321742413,66,208.87,80.0
132413244231,43,206.84,
13272310,28,169.94,
13371337133713337,18,19.99,
133742069174,95,761.62,100.0
1337666133766613376661337,113,739.49,100.0
133774553644535355354,5,9.99,
1337Akraken,110,771.55,0.0
1337_K_REW,38,84.95,100.0
1337_Speak,269,1938.29,
1337hunter,67,735.16,100.0
1337leetSloth,3,9.99,
1337lolroflmao,197,1226.1299999999999,100.0
1337mlg,103,410.59,
1337putin,91,1692.1000000000001,100.0
1343534566,23,58.95,100.0
13457856281,42,160.83,100.0
1345adfg,8,0.0,
134679jc333,17,44.97,
135781,63,263.84,87.5
1373648137417,176,1087.26,
137731251236671466147,371,3884.94,
13971397,222,1867.95,100.0
1398199813,3,9.99,
13lazer,398,3306.66,100.0
13omadragon,33,134.92,
13salva,61,343.77,
1408129010,31,194.91,
142331415,179,1170.96,
142412412124142,3,0.0,
14372193,111,163.92,100.0
143865,62,347.78,
1440454,70,434.68,100.0
144289919655093823,48,435.65,
1452221660414,140,1096.39,100.0
1454235887,3,0.0,
145578,94,739.1,100.0
1456237,34,103.91,
1457184935981,27,172.88,100.0
146847798098,29,49.97,
14725836900,17,27.950000000000003,100.0
14747,180,1376.97,
147532984,99,512.71,100.0
147751,12,33.96,
14789633698741,348,3389.75,
148203604,7,0.0,
150010792,113,135.87,100.0
150230,152,1217.06,
1513412123111331,17,127.86,
151995,41,104.92999999999999,
1522188745,83,405.69,
1540359,14,60.980000000000004,
154352,87,243.84,75.0
1546328127418,27,192.92000000000002,50.0
154930493,38,377.83,100.0
15511551,156,948.22,100.0
155754572,21,99.94,
15632897,255,1878.79,
157645,487,3076.93,100.0
15832789427,102,733.63,100.0
1591240764,101,306.12,
15934,124,1052.41,100.0
159zse159,377,3696.78,100.0
1607426135,14,39.96,
1626466724893520,64,369.78,100.0
163050995,13,0.0,100.0
16362426247,68,288.75,
16395,11,39.97,
16538,138,1403.32,100.0
16748438,21,154.92000000000002,
169420666,53,223.81,100.0
17-04-2000,90,462.73,
17101710,134,1012.29,88.88888888888889
1711338513531,28,195.85999999999999,
171516,196,1179.17,83.33333333333334
1726432,12,189.96,
17291799,19,104.94,100.0
172954833,24,0.0,
173902,2,9.99,
1739902091026,79,61.93,100.0
174561864923145,51,356.77,
174gamecuman700kngkakak,159,778.63,100.0
17731773,47,250.76,
177652,24,264.87,
17829463213,69,228.92000000000002,100.0
1800-Ricohut,121,597.56,83.33333333333334
1800FkMyVajj,7,14.99,
18023009,2,14.99,
180577,66,436.64,100.0
18082001,105,560.39,100.0
18228272828,153,1021.42,100.0
182748927838783778382,21,60.93,
182828282,44,352.8,
18283848,72,564.67,
1829369648,2,0.0,
18481,154,1349.25,100.0
1850172512752815,28,147.41,100.0
18504965711,80,701.62,
1859082899,17,68.95,
1870380085,43,251.81,
1873410337,39,294.86,88.88888888888889
1875489156748,52,346.77,100.0
187625,121,310.69,66.66666666666666
18855881,204,1664.02,
1889999999999999,35,199.94,100.0
19-20-5-20-27-5-18,32,122.91,100.0
190120001826,2,0.0,
1920410,87,756.62,0.0
19210801,51,128.89,
1922001,94,249.26,100.0
1930234,82,321.75,
19365,103,1024.35,
19372250,137,1157.21,100.0
1937648259137856lkjnoik,9,44.96,
1944086851,14,32.97,100.0
1947CARROTS,26,104.92999999999999,
194847383,135,620.53,100.0
1956aa1,113,1070.8899999999999,50.0
195862,69,329.79,100.0
19702316748,94,717.43,
19720911,5,0.0,
19820182123,13,132.94,
1994dbc,207,1146.47,100.0
1997-07-06_J077,7,29.979999999999997,
19990923,41,134.94,100.0
199A,27,138.91,
19te_Polska,70,768.56,100.0
1BUCK80,32,187.9,
1GN33L,20,169.91,
1MLG2U,59,233.66,100.0
1NFR33,196,1280.22,100.0
1R1M1,52,313.75,33.33333333333333
1UK33Y,30,277.82,
1_Taipan,25,216.88,
1a1u14,76,125.89999999999999,100.0
1dog636,104,795.42,
1epicninja,91,644.61,100.0
1iam1iam1iam,70,439.78999999999996,100.0
1jamesn4,82,645.55,100.0
1qaz2wwx010,23,44.97,
1silentsniper1,319,2373.74,100.0
1snap,179,1139.98,85.71428571428571
1stBLUE-COW,52,237.84,100.0
1stpionpaul,162,1618.99,100.0
1sttperson,42,339.79,
1v1meguy,245,2282.57,100.0
1v1meinclubpenguinscrub,28,229.85999999999999,
1v1mim8,70,548.61,
2000jtc,60,461.74,
2001911,4,9.99,
200220006,139,1168.36,100.0
20041213,27,19.98,66.66666666666666
200719917302,59,579.75,
200px-spy-taunt-laugh,18,64.96000000000001,100.0
2011368123,252,2470.34,100.0
20115011,4,9.99,
205723552,15,29.979999999999997,
2080308,85,506.59999999999997,100.0
2092000666,31,104.9,100.0
210519992016,84,441.7,20.0
21072013,21,39.98,
211011374,32,164.91,100.0
21129393,9,34.97,
2114521846341684,13,94.94999999999999,
2121312,17,34.97,
2125125126,6,34.97,
212blair212,17,84.94,
213123123132,200,276.78,
21321112399,13,154.93,
2139093311,7,9.99,
215251,35,242.85999999999999,
216712138,92,453.7,100.0
218939137821738213127983,92,454.71,
219121912191,13,44.97,
21lord21drag,5,39.98,
22109203,98,486.18,
222081994,26,228.9,
2222224444555985,35,202.89999999999998,
2222455,131,843.41,100.0
2233dog15,17,205.92000000000002,
22491987,51,147.89000000000001,
22502250,77,552.71,100.0
225544,72,579.62,66.66666666666666
225555,17,14.99,100.0
226rep,10,54.97,
2271531450,25,53.94,100.0
2293371488,47,202.32999999999998,
23012003,18,94.94,100.0
231091,184,1499.1,100.0
2311985201258745633313,37,256.87,
231321455,60,152.9,100.0
23142433253545,122,857.43,
23184798,32,97.91,100.0
2323534545,158,903.29,71.42857142857143
233433,8,2.99,
2342526,52,529.7,
23434454365463446754546576e45646,99,618.54,100.0
2345XXXXX,52,283.78000000000003,
234671,28,124.91,
235269,88,1000.8199999999999,100.0
235324234732,27,255.76,
2364786499,49,437.61,100.0
23745736,74,323.83,100.0
2378695,2,14.99,
2390746539217,23,94.94,100.0
23974656456,84,539.66,100.0
2398,22,131.87,
23Batman05,145,1107.29,100.0
23jesus23,70,427.76,
24045681579016271,15,29.97,
24101738,34,59.99,100.0
243567890,7,29.979999999999997,
2435689,76,581.55,
2435764824567835,26,84.94,
24453,74,560.71,66.66666666666666
2448531,80,367.64,100.0
24532453,134,782.51,
24596,121,659.91,100.0
24681256447,11,37.97,
246823,25,160.89,100.0
247211,154,735.38,100.0
2479742,106,969.5,100.0
248392584,7,30.96,
248482,277,2006.9,
24862345243,49,524.71,
24902,45,385.81,
249758,181,2578.71,100.0
24BallerJK,9,24.98,
24CmRuler,77,566.6,
25050,99,495.73,100.0
25061841,15,67.94,
25230405,98,541.62,100.0
25231341243,34,44.949999999999996,
2539428377924,106,490.65,
256565,18,91.93,
2571,690,5239.14,100.0
259987556434546,121,694.9,
25_Years_Since_Freddie,30,219.87,85.71428571428571
26070,36,244.86,100.0
2608739,5,24.98,100.0
26292919,94,393.68,
2647891,8,19.98,100.0
2688789326887893,73,205.9,
269485,284,2733.19,
27073108,106,732.62,50.0
27601MCM,58,235.84,100.0
27649735,2,0.0,
2768820078,91,1008.51,80.0
279519365,127,603.6999999999999,100.0
27dnguyen,29,141.79,
28019769,124,1268.36,
2826,7,60.95,
2891723967123,160,1193.26,71.42857142857143
28yelkco,32,164.87,
29017637452801,86,245.72,100.0
291129112911291129112911,68,386.71999999999997,100.0
29123,18,229.88,80.0
2933725,2,0.0,
2987654235,8,15.98,
29998000,46,189.88,100.0
2Chill,122,882.29,100.0
2Degrees,82,793.6,100.0
2EzRogueDH,12,79.97,100.0
2JZEEEEBABY,61,405.76,100.0
2Lethal,117,882.5,100.0
2Ryo2Know,29,167.88,
2Ta4,362,2289.97,66.66666666666666
2ZESTY4ME,82,272.83,50.0
2amigosupremos753,1,0.0,
2cq,898,6014.63,
2d4nk4m3,160,590.48,50.0
2edgy4youboi,84,625.58,100.0
2ez2xl,79,494.6,100.0
2ez4medick,32,138.89,100.0
2fast4u271,39,179.79,
2g00d4u,14,50.94,
2greasy,33,525.6,
2ik4tf,22,130.88,100.0
2kewl4you,9,19.99,
2lstgun,31,48.95,100.0
2matoe,24,125.89,
2muchred,149,1180.14,
2nerdssemvida,101,138.84,100.0
2pacisaliveincuba,303,1947.47,100.0
2ptwisted,18,106.95,
2red12,151,1340.15,100.0
2sBs,219,1657.8,100.0
2sd31,11,9.99,100.0
2seggy4um8havalook,10,54.97,
2she,57,239.73000000000002,
2sneaky5u,291,2037.61,100.0
2spookis,199,1045.72,100.0
2spooky,323,2595.64,83.33333333333334
2unimaginative4u,23,25.97,
2v1meyoucheekyscrub,42,357.8,100.0
2xDelorean,55,339.75,100.0
30035115,97,898.52,
300799,14,18.98,
30102002,33,112.36,100.0
3021Daniel,105,851.5,100.0
3038070,5,19.99,
3046123,70,547.7,100.0
305010,67,530.68,
30699,29,112.95,
30XxPikachuxX03,3,0.0,
313134,378,3239.67,
314155156915923,36,225.79,100.0
31456576727471577757175717,21,39.97,
31575,73,161.82,100.0
317733235,58,290.76,50.0
317984739321,75,519.66,100.0
317jim,15,14.99,
318941651,42,178.85,
3197,44,357.74,75.0
320RustPro,11,14.99,100.0
3214213216,107,175.25,100.0
321541,26,125.89,
3218998529,2,19.98,
3265899423,66,162.85999999999999,
326759263846544,294,1413.79,50.0
329838102,19,34.97,66.66666666666666
32bitmaximus,79,815.43,100.0
33275,9,69.95,
333333259,15,69.95,
33334scat,59,247.85,100.0
333666333111,24,149.91,
333hab,234,1624.75,100.0
33442,7,0.0,100.0
334756875,111,479.58,60.0
34234252sd,16,14.99,
3423523425433425,118,1075.37,100.0
343221221,52,256.85999999999996,100.0
34324132,41,480.76,100.0
343574890,27,116.91999999999999,
34383536,14,67.46,
343rox,18,29.97,
3456457568,90,279.85,
34565754,28,347.84,
3456669133723,9,29.979999999999997,
345675,180,1257.23,100.0
34568535890075433578,44,367.82,
34573671264yi,92,475.65999999999997,100.0
345827357205098,31,134.92,
3496148694969,132,1012.73,
350176,32,138.89,
350241,184,1705.31,100.0
352039981386723,30,294.81,
3523436346,99,780.44,100.0
35353534,29,201.84,100.0
35475,161,1423.6,100.0
3548548564856498484894,149,1292.19,83.33333333333334
3565Jason,22,114.94,100.0
36033,32,10.93,
360NoScopeMLGBLAZEGirlGamer69,10,79.94999999999999,
360j1mmy,314,2566.66,100.0
3635,101,349.74,
363997099,8,0.0,
36864,22,109.94,50.0
369231461278416,127,632.63,100.0
36_T,259,1982.57,88.88888888888889
373848099,99,461.69,100.0
37755753,136,1223.12,80.0
378366354,69,439.79,
37891266723,144,1070.34,
380012,16,117.91,
381644,84,670.67,100.0
38174962156174513,25,287.90000000000003,
38189307,20,178.83,
387561,18,67.94,
38927497,725,6057.67,100.0
38y685ie4e89r78,13,64.96,
391204566,89,800.6,100.0
3Ldota,6,29.98,100.0
3dster,113,805.39,100.0
3eBpA,140,595.55,100.0
3lAckCAt,114,426.64,100.0
3mike,106,935.35,
3mperi0,41,304.78999999999996,
3nv3y,139,1013.3199999999999,
3ring,24,126.87,
3stantedja,6,14.99,
3teGZ_Rorschach,70,676.71,100.0
3th3,66,200.87,88.88888888888889
3vild33d,41,463.71,
3xU,146,1051.41,100.0
3xc4l18urblue,76,569.57,
3xotic26,153,1137.16,100.0
400primetopkeks,18,110.91,
4017209381,10,19.99,
402553929,54,257.83,100.0
4043RROR,91,672.58,100.0
404PlayerNotFound,86,621.6,
404ok4561687987879847,16,104.94999999999999,0.0
4131723314123,33,128.83,
414291,40,108.91,
41781029,51,259.78000000000003,100.0
4200769711,26,99.92,100.0
4201,31,273.85,
4202346,73,498.64,
420BlazeItMLG,23,14.99,66.66666666666666
420Blz,199,1443.17,100.0
420BlzeIT,40,134.87,100.0
420DankMasterKush420,102,683.98,100.0
420NigelGaming420,48,122.88,83.33333333333334
420_Blaze_It_Fgt,18,0.0,100.0
420believe,43,399.71,
420blazedondaweedguyz,29,187.88,
420blazefag00t,5,19.99,
420blazeitbitches,22,94.9,
420blaznnoscope,30,116.9,
420box,137,864.4,
420cheekycunt,14,89.92999999999999,0.0
420dankmemer,53,472.79,
420fedora,92,604.53,90.0
420gandalfyoda,36,302.82,
420haybale,18,87.94,
420lol420,31,44.97,
420slender,32,287.81,100.0
4234213234124,20,54.96,100.0
42456,9,45.94,100.0
42654264,24,47.97,100.0
42978717,217,1675.97,
42rsfw42efwrwr,29,159.97,
4301945,13,63.93,100.0
4321louis,70,417.09,100.0
4324434,19,110.9,100.0
434238948,80,229.84,100.0
434546464,76,630.63,100.0
44196,140,1040.22,75.0
442199,4,14.99,
44290,34,175.89,100.0
4432XABLAU,204,1067.73,75.0
4454664,76,511.69,
4456829,36,250.87,
44579,47,213.92000000000002,100.0
44845991789,25,149.84,
44925952,10,79.94,
452213,3,14.99,
45236243663663643636,45,329.87,0.0
45378665,3,19.99,
4545451111,38,24.98,100.0
4545648,8,24.97,100.0
454575878752,12,18.98,
45514551,70,271.82,100.0
45544554455445,91,545.58,100.0
45622hd,3,4.99,
4563453467436754656677,8,47.97,100.0
4564231564,38,248.84,
4567cabi,45,253.79,
45685748567857,58,204.84,100.0
45748930,21,19.99,
45826755958,40,334.87,100.0
458768,64,338.76,
458769873675,7,117.94,
45883274,275,2309.42,
45979,3,0.0,
46366536564574576346346546,192,488.68,100.0
4687843213132,12,92.91,
4735736754,16,64.96000000000001,
47444744,6,24.979999999999997,
47DollarsInMyBankAccount,73,650.58,
47enth,224,1663.4299999999998,
4801,70,1209.24,66.66666666666666
4805766,4,0.0,
48226746,123,1058.49,87.5
483752394756293478563845,10,19.98,
486259317,94,323.71999999999997,100.0
4Elementals,19,11.99,
4KnightArtorias,39,9.99,
4RCH4NG3Ll,173,934.23,100.0
4_5C12U13,127,1161.15,100.0
4bigs,2,9.99,
4d1t,23,322.89,
4hwei,187,1202.91,66.66666666666666
4i20swagyolo69,24,117.86,100.0
4loreseeker,31,84.42,
4mrtm,127,485.02,100.0
4n0m4ly,78,770.51,
4n631,51,329.83,100.0
4nti-y0u,116,835.48,100.0
4op2U,89,365.64,
4p4ch3,48,300.75,
4skin5head,53,494.75,
4tiles,20,495.73999999999995,100.0
50899161,213,1535.6200000000001,
51041,47,254.82999999999998,100.0
51134243,95,537.5799999999999,100.0
512356,518,2847.96,100.0
51252151215512,74,353.84000000000003,
512am,38,307.84,
513659145,8,95.95,
51564210333,81,450.64,100.0
519130312,100,433.6,
519348245,71,209.69,100.0
51centcorn,299,2088.67,83.33333333333334
51jets,28,100.91999999999999,100.0
527788235,245,1780.68,100.0
53071407,26,269.91,
53112195114,51,322.74,100.0
5318064,50,410.72999999999996,
5343039,204,2002.98,100.0
535346456636,83,139.9,50.0
53774,178,1829.93,
5400540054005400,101,645.66,100.0
54263144,35,169.91,100.0
54321DrOpThEbAsS,19,90.91,
5438910,25,89.94,
544183980,133,1106.67,100.0
544542132154524145,33,7.99,100.0
54494292,23,79.94,
5453V3,17,126.9,
54546545,89,384.72,100.0
54678907652,71,510.61,50.0
5469782134896,351,2619.5099999999998,
548547248072804,74,558.55,100.0
54Strat,57,466.71,100.0
54r93,199,2049.88,
550455,16,0.0,
554076033,14,154.95000000000002,100.0
55432147,133,391.78999999999996,25.0
5554Grovesy,91,619.6,100.0
5564321,23,119.92999999999999,
558092,53,193.82,100.0
564743553uy5367,52,304.82,100.0
567234,61,348.79,
56745879956,6,0.0,
56748930,34,625.62,
5678LetMeCyaBootyShake,100,562.53,33.33333333333333
5692496235797644,107,916.47,
5739108,101,592.6,
57841325,37,159.38,
5790870877878,12,0.0,
579132657905,10,54.96,
58077979,40,181.8,100.0
58254410,170,1193.24,100.0
58291756,1,4.99,
5856565456564,104,749.56,100.0
58981044,92,262.77,100.0
5901,65,523.53,
59285912859,52,385.7,
5975,241,1991.76,100.0
5LuG,23,162.89,100.0
5car3crow,99,811.47,
5h0tL3s5,72,494.68,
5nakebit3,42,367.78,
5p1ca,83,632.6,
5spooky420me,24,164.91,100.0
5yearoldrexrex111,122,807.47,100.0
60324133769,87,563.44,100.0
6060548,95,831.52,
60sSpiderman,15,49.95,
61241571,21,114.95,100.0
61428,26,142.9,
616333,77,22.98,100.0
61782,69,426.82,
618554,30,169.89,100.0
6294421419,116,646.69,100.0
63246555,26,59.96,
6344143214,3,19.98,
63718432421321321312,74,232.85999999999999,75.0
63Hayden,150,990.75,100.0
6435677448,43,381.81,100.0
64512328,131,1445.18,75.0
64574574574744,36,129.9,100.0
64723864,221,1855.83,0.0
650326,12,59.96,
6524696969,47,377.76,
653448,154,1141.24,
6545_Sniffler,49,1229.5600000000002,
65464684,179,1120.27,
65711642,48,380.67,
657475591245,138,1113.35,100.0
6592,335,2675.93,100.0
66083299,30,102.92,100.0
66113860,41,394.81,
666101,236,2601.7599999999998,
66666669999999,121,956.4399999999999,0.0
666999661,25,187.83,
666NeCrO,505,4678.7,
666slayerr666,133,761.5,100.0
66839427,88,651.54,100.0
66d,78,509.65999999999997,100.0
66ot,54,415.68,
67162763,90,335.71,
6738497298564377854673421,128,724.4,100.0
67712702,14,49.96,
678rtv45,35,142.89,100.0
679gog,54,420.71,
67samjosh,59,339.71,50.0
68496742234,178,1405.51,
6871,110,775.4399999999999,
69133709,34,131.89,100.0
69222518,116,265.78999999999996,
692412341234,28,49.96,100.0
6935,168,1127.06,100.0
694201337694201337,51,154.89,100.0
696969696969699,38,304.76,100.0
696969697,293,2321.21,
697235,22,169.91,
698959,97,695.5699999999999,
69_420_bl41e_fgt,85,497.68,100.0
69bmw,34,180.88,50.0
69doggystyle,100,861.48,
69madman,18,111.89,100.0
6C_Troll,33,232.85,
6dighero,337,2728.16,100.0
6ex6ex6ex,82,600.58,100.0
6golf6,11,84.94,100.0
6teencarz,84,594.6,
70293553,6,54.96,
71124,60,449.71,
711armageddoncarmageddon,96,523.56,100.0
7122456,28,29.979999999999997,100.0
71251241,100,224.83999999999997,100.0
7225eternally,10,49.97,
72345436754433546,140,656.62,
723943123,53,399.79,85.71428571428571
72947282842,2,14.99,100.0
735102120,9,14.99,100.0
737911,198,588.49,100.0
739567275,136,685.41,100.0
739749287981,38,169.33,100.0
740449400,28,259.86,100.0
74345,207,1593.73,
743748734,19,74.98,
7466NHK,54,109.96000000000001,
748237482374284792,132,223.81,100.0
74987000,57,280.73,71.42857142857143
750805,690,6447.38,0.0
7515953,56,351.8,100.0
75498,37,241.79,
756755557153145,119,873.4,
75791513,28,153.86,60.0
75k12,99,673.6,100.0
76415,34,174.89,
76561193688520497,57,473.65,
76561197960271609,30,192.81,
76561197960277635,42,356.71,
76561197960279587,37,217.78,
76561197960279912,36,265.77,
76561197960281419,26,214.8,
76561197960285738,16,114.88,
76561197960285909,24,164.85,
76561197960286077,13,99.88,
76561197960286950,184,1369.98,
76561197960288186,254,2177.82,100.0
76561197960295773,14,119.87,
76561197960298230,71,517.6,
76561197960299496,28,249.79999999999998,
76561197960301970,96,1006.43,
76561197960324641,1168,8631.37,
76561197960324664,33,243.76,
76561197960324928,78,759.49,33.33333333333333
76561197960333283,24,180.8,
76561197960339094,17,100.86,
76561197960364170,47,392.65999999999997,
76561197960366346,63,397.68,
76561197960390517,75,765.55,
76561197960425229,94,535.63,100.0
76561197960426941,47,333.72,
76561197960438497,21,169.82,100.0
76561197960453899,34,279.79,
76561197960454309,64,455.7,
76561197960459970,34,283.78,
76561197960461312,77,599.58,50.0
76561197960462807,10,59.910000000000004,
76561197960467275,214,1782.19,100.0
76561197960468120,25,284.8,
76561197960470293,18,119.86,
76561197960471546,25,259.81,
76561197960471761,51,360.67,
76561197960478402,26,150.34,
76561197960478966,36,277.83,
76561197960481739,59,460.68,
76561197960499156,8,49.92,
76561197960508459,14,84.89,
76561197960531365,16,94.89,
76561197960541850,22,129.85999999999999,
76561197960549169,199,1500.99,
76561197960564189,56,437.68,
76561197960565919,29,349.8,
76561197960571317,68,415.57,
